토큰,등장연월,len
수업,"['2013-4', '2014-4', '2014-8', '2015-9', '2017-1', '2017-12', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",49
연구,"['2015-5', '2015-6', '2015-7', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-11', '2016-12', '2017-1', '2017-4', '2017-5', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-6', '2021-7', '2021-9', '2021-10', '2021-11']",50
관련,"['2013-5', '2014-1', '2014-3', '2014-6', '2014-7', '2015-2', '2015-3', '2015-7', '2015-8', '2015-10', '2015-11', '2016-2', '2016-3', '2016-6', '2016-7', '2016-8', '2016-12', '2017-1', '2018-6', '2018-7', '2018-8', '2018-10', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-6', '2021-8', '2021-9', '2021-10', '2021-11']",51
소모,"['2013-3', '2013-6', '2013-7', '2013-10', '2014-1', '2014-3', '2014-7', '2015-1', '2015-4', '2015-5', '2015-7', '2015-10', '2015-11', '2016-2', '2016-5', '2016-7', '2016-11', '2017-3', '2017-7', '2017-11', '2018-1', '2018-4', '2018-7', '2018-9', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-5', '2020-6', '2020-9', '2020-11', '2021-1', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11']",51
성과,"['2016-6', '2016-7', '2016-8', '2016-9', '2016-10', '2016-11', '2016-12', '2017-1', '2017-2', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2017-12', '2018-1', '2018-2', '2018-3', '2018-4', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2019-1', '2019-2', '2019-4', '2019-6', '2019-7', '2019-8', '2019-9', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-11', '2021-2', '2021-4', '2021-5', '2021-6', '2021-9', '2021-10', '2021-11']",52
홍보,"['2013-2', '2013-4', '2013-5', '2013-7', '2013-8', '2014-3', '2014-6', '2014-10', '2014-12', '2015-1', '2015-2', '2015-11', '2015-12', '2016-2', '2016-9', '2017-2', '2017-11', '2018-2', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2019-1', '2019-2', '2019-4', '2019-5', '2019-6', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-5', '2020-6', '2020-7', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",54
교수,"['2013-2', '2013-5', '2013-6', '2013-8', '2013-9', '2013-10', '2013-11', '2013-12', '2014-2', '2014-4', '2014-5', '2014-6', '2014-8', '2015-2', '2015-7', '2015-8', '2015-11', '2016-1', '2016-2', '2017-1', '2017-2', '2017-3', '2017-5', '2017-8', '2017-10', '2018-1', '2018-2', '2018-7', '2018-8', '2018-9', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2021-2', '2021-7', '2021-8', '2021-10', '2021-11']",55
학생,"['2013-3', '2013-4', '2013-9', '2013-12', '2014-3', '2014-5', '2014-6', '2015-2', '2015-6', '2015-8', '2015-12', '2016-1', '2016-2', '2017-2', '2017-8', '2017-9', '2017-10', '2017-11', '2018-2', '2018-4', '2018-8', '2018-9', '2018-10', '2018-11', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11', '2021-12']",55
체육,"['2013-3', '2013-4', '2013-7', '2013-9', '2013-11', '2013-12', '2014-1', '2015-1', '2015-2', '2015-5', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-4', '2016-12', '2018-7', '2018-8', '2018-10', '2018-12', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11', '2021-12']",55
노트북,"['2013-4', '2013-7', '2013-8', '2013-9', '2013-10', '2013-11', '2014-4', '2014-8', '2014-10', '2014-11', '2015-1', '2015-2', '2015-3', '2015-6', '2015-10', '2015-12', '2016-1', '2016-2', '2016-4', '2016-5', '2016-9', '2017-1', '2017-2', '2017-5', '2017-7', '2017-8', '2017-9', '2017-11', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-9', '2020-2', '2020-4', '2020-5', '2020-6', '2020-7', '2020-9', '2020-10', '2020-11', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11']",56
재료,"['2013-4', '2013-5', '2013-10', '2013-12', '2014-1', '2014-6', '2015-10', '2015-11', '2015-12', '2016-1', '2016-6', '2016-7', '2016-8', '2017-1', '2017-9', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",58
행정,"['2013-4', '2014-12', '2015-1', '2015-2', '2015-7', '2015-10', '2016-2', '2016-4', '2016-5', '2016-6', '2016-7', '2016-8', '2017-1', '2017-2', '2017-3', '2017-4', '2018-2', '2018-3', '2018-4', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-11']",58
캠퍼스,"['2013-3', '2013-4', '2013-6', '2013-9', '2013-10', '2013-11', '2014-1', '2014-2', '2014-3', '2014-6', '2014-7', '2015-4', '2015-5', '2015-7', '2015-10', '2016-1', '2016-2', '2016-5', '2016-6', '2016-7', '2016-11', '2016-12', '2017-2', '2017-3', '2017-4', '2017-6', '2017-7', '2017-9', '2017-10', '2017-11', '2018-1', '2018-2', '2018-9', '2018-10', '2018-11', '2019-1', '2019-2', '2019-3', '2019-8', '2019-9', '2019-11', '2019-12', '2020-1', '2020-2', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-10', '2020-11', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-12']",58
국비,"['2015-12', '2016-1', '2016-2', '2016-6', '2016-7', '2016-8', '2016-9', '2016-10', '2016-11', '2016-12', '2017-2', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2017-12', '2018-1', '2018-2', '2018-3', '2018-4', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2019-1', '2019-2', '2019-4', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-9', '2021-10', '2021-11', '2021-12']",58
모니터,"['2013-2', '2013-5', '2013-8', '2013-9', '2013-11', '2014-1', '2014-3', '2014-10', '2015-3', '2015-7', '2015-10', '2015-11', '2016-1', '2016-2', '2016-4', '2016-5', '2016-10', '2016-11', '2016-12', '2017-2', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2017-12', '2018-1', '2018-2', '2018-7', '2018-8', '2018-9', '2019-1', '2019-2', '2019-4', '2019-5', '2019-10', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-8', '2021-9', '2021-10', '2021-11']",58
프린터,"['2013-3', '2013-8', '2013-10', '2013-12', '2014-2', '2014-4', '2014-8', '2015-7', '2015-9', '2015-10', '2015-11', '2016-9', '2016-10', '2016-12', '2017-1', '2017-2', '2017-3', '2017-6', '2017-7', '2017-9', '2017-12', '2018-1', '2018-2', '2018-3', '2018-6', '2018-7', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-6', '2021-8', '2021-9', '2021-11']",60
운영,"['2013-3', '2014-9', '2015-1', '2015-4', '2015-7', '2016-1', '2016-3', '2016-10', '2016-12', '2017-1', '2017-2', '2017-6', '2017-7', '2017-8', '2017-10', '2017-11', '2017-12', '2018-1', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",61
컴퓨터,"['2013-4', '2013-5', '2013-6', '2013-8', '2013-9', '2013-10', '2013-11', '2013-12', '2014-1', '2014-7', '2014-10', '2015-1', '2015-2', '2015-5', '2015-6', '2015-7', '2015-10', '2015-11', '2015-12', '2016-1', '2016-2', '2016-3', '2016-4', '2016-7', '2016-8', '2016-11', '2016-12', '2017-1', '2017-2', '2017-7', '2017-8', '2017-11', '2017-12', '2018-1', '2018-2', '2018-3', '2018-7', '2018-8', '2018-9', '2018-11', '2019-1', '2019-2', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-11', '2020-1', '2020-2', '2020-7', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-3', '2021-4', '2021-8', '2021-9']",61
학기,"['2013-2', '2013-9', '2013-10', '2014-1', '2014-2', '2014-4', '2014-5', '2014-6', '2014-8', '2014-11', '2014-12', '2015-1', '2015-4', '2015-5', '2015-6', '2015-8', '2015-10', '2015-12', '2016-2', '2016-8', '2016-12', '2017-2', '2017-3', '2017-8', '2017-9', '2017-10', '2018-2', '2018-3', '2018-4', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-11', '2020-1', '2020-2', '2020-3', '2020-5', '2020-6', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-5', '2021-6', '2021-8', '2021-9', '2021-11', '2021-12']",64
소모품,"['2013-2', '2013-3', '2013-10', '2013-12', '2014-1', '2014-2', '2014-3', '2014-7', '2015-1', '2015-3', '2015-4', '2015-11', '2016-2', '2016-4', '2017-1', '2017-6', '2017-9', '2017-11', '2017-12', '2018-1', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",64
대학,"['2013-4', '2013-5', '2013-7', '2013-8', '2014-3', '2014-5', '2015-2', '2015-6', '2015-12', '2016-2', '2016-3', '2016-11', '2016-12', '2017-1', '2017-2', '2017-5', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2017-12', '2018-1', '2018-2', '2018-3', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",64
소프트웨어,"['2013-3', '2013-4', '2013-5', '2013-7', '2013-8', '2013-10', '2013-11', '2013-12', '2014-1', '2014-2', '2014-7', '2014-8', '2014-9', '2014-10', '2014-11', '2014-12', '2015-2', '2015-3', '2015-5', '2015-6', '2015-7', '2015-10', '2015-11', '2016-2', '2016-3', '2016-4', '2016-5', '2016-6', '2016-7', '2016-8', '2016-11', '2016-12', '2017-1', '2017-2', '2017-5', '2017-6', '2017-7', '2017-8', '2017-9', '2017-11', '2017-12', '2018-1', '2018-2', '2018-5', '2018-6', '2018-7', '2018-11', '2019-1', '2019-2', '2019-5', '2019-6', '2019-8', '2019-12', '2020-3', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2021-3', '2021-6', '2021-7', '2021-9', '2021-10', '2021-11']",65
학년,"['2013-2', '2013-3', '2013-10', '2013-11', '2013-12', '2014-1', '2014-3', '2014-6', '2014-8', '2014-12', '2015-2', '2015-10', '2015-11', '2015-12', '2016-2', '2016-5', '2016-7', '2016-8', '2016-9', '2017-1', '2017-2', '2017-8', '2017-10', '2018-1', '2018-3', '2018-4', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",65
기념품,"['2013-4', '2013-6', '2013-7', '2013-8', '2013-9', '2013-12', '2014-1', '2014-2', '2014-3', '2014-4', '2014-5', '2014-8', '2014-10', '2014-11', '2015-1', '2015-2', '2015-8', '2015-10', '2015-12', '2016-2', '2016-4', '2016-8', '2016-9', '2016-11', '2016-12', '2017-2', '2017-8', '2017-11', '2018-2', '2018-6', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-4', '2019-5', '2019-6', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",65
센터,"['2013-1', '2013-6', '2013-8', '2013-11', '2014-2', '2014-3', '2014-6', '2015-9', '2015-11', '2016-1', '2016-2', '2016-3', '2016-11', '2016-12', '2017-1', '2017-2', '2017-4', '2017-6', '2017-7', '2017-9', '2017-10', '2017-12', '2018-1', '2018-3', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-11', '2021-12']",66
지원,"['2013-5', '2013-6', '2013-11', '2013-12', '2014-1', '2014-2', '2014-3', '2014-5', '2014-6', '2014-11', '2014-12', '2015-1', '2015-2', '2015-5', '2015-6', '2015-9', '2015-11', '2016-1', '2016-8', '2016-9', '2017-1', '2017-9', '2017-10', '2017-12', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",66
생활,"['2013-3', '2013-4', '2013-5', '2013-8', '2013-9', '2013-11', '2013-12', '2014-1', '2014-2', '2014-4', '2014-6', '2014-8', '2014-12', '2015-1', '2015-2', '2015-4', '2015-6', '2015-8', '2015-10', '2015-12', '2016-2', '2016-7', '2016-8', '2017-1', '2018-3', '2018-4', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11']",66
시스템,"['2013-3', '2013-4', '2013-6', '2013-7', '2013-8', '2013-9', '2013-10', '2013-11', '2013-12', '2014-1', '2014-4', '2014-5', '2014-7', '2014-9', '2014-12', '2015-1', '2015-2', '2015-4', '2015-6', '2015-7', '2015-8', '2015-9', '2015-11', '2015-12', '2016-1', '2016-2', '2016-3', '2016-4', '2016-5', '2016-7', '2016-8', '2016-11', '2016-12', '2017-1', '2017-2', '2017-6', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2018-1', '2018-2', '2018-3', '2018-7', '2018-9', '2018-11', '2019-1', '2019-2', '2019-3', '2019-5', '2019-6', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-6', '2020-7', '2020-11', '2020-12', '2021-2', '2021-3', '2021-9']",67
사업,"['2013-12', '2014-4', '2014-6', '2015-9', '2016-1', '2016-2', '2016-6', '2016-7', '2016-8', '2016-9', '2016-10', '2016-11', '2016-12', '2017-1', '2017-2', '2017-4', '2017-5', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2018-2', '2018-3', '2018-4', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",67
전공,"['2013-3', '2013-4', '2013-5', '2013-6', '2013-7', '2013-10', '2013-11', '2013-12', '2014-1', '2014-2', '2014-5', '2014-7', '2014-8', '2014-9', '2014-10', '2014-11', '2014-12', '2015-1', '2015-2', '2015-5', '2015-6', '2015-7', '2015-8', '2015-9', '2015-10', '2015-11', '2016-1', '2016-2', '2016-4', '2016-7', '2016-10', '2017-1', '2017-8', '2017-9', '2017-12', '2018-1', '2018-8', '2018-9', '2018-10', '2018-11', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-8', '2020-9', '2020-11', '2020-12', '2021-2', '2021-3', '2021-7', '2021-8', '2021-9', '2021-10']",68
실험,"['2013-4', '2013-5', '2013-9', '2013-10', '2013-11', '2013-12', '2014-1', '2014-8', '2014-12', '2015-5', '2015-6', '2015-8', '2015-10', '2015-11', '2015-12', '2016-1', '2016-2', '2016-4', '2016-7', '2016-12', '2017-1', '2017-5', '2017-6', '2017-8', '2017-9', '2017-12', '2018-1', '2018-3', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",71
관리,"['2013-2', '2013-6', '2013-10', '2014-1', '2014-3', '2014-12', '2015-3', '2015-4', '2015-7', '2015-9', '2015-10', '2016-1', '2016-6', '2016-7', '2016-8', '2016-9', '2016-10', '2016-11', '2016-12', '2017-1', '2017-2', '2017-3', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2017-12', '2018-1', '2018-2', '2018-3', '2018-4', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-9', '2021-10', '2021-11', '2021-12']",75
물품,"['2013-2', '2013-3', '2013-4', '2013-6', '2013-7', '2013-9', '2013-10', '2013-11', '2013-12', '2014-1', '2014-4', '2014-6', '2015-1', '2015-2', '2015-4', '2015-6', '2015-7', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-1', '2016-2', '2016-5', '2017-1', '2017-2', '2017-4', '2017-5', '2017-9', '2017-10', '2017-11', '2018-1', '2018-2', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",77
실습,"['2013-4', '2013-9', '2013-10', '2013-11', '2013-12', '2014-1', '2014-4', '2014-8', '2014-12', '2015-5', '2015-6', '2015-7', '2015-9', '2015-10', '2015-11', '2015-12', '2016-1', '2016-2', '2016-4', '2016-5', '2016-7', '2016-8', '2016-9', '2016-11', '2016-12', '2017-1', '2017-2', '2017-3', '2017-5', '2017-8', '2017-9', '2017-10', '2017-11', '2017-12', '2018-1', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",78
용품,"['2013-3', '2013-4', '2013-5', '2013-6', '2013-7', '2013-10', '2013-11', '2013-12', '2014-1', '2014-2', '2014-4', '2014-5', '2014-6', '2014-7', '2014-8', '2014-9', '2014-10', '2014-12', '2015-1', '2015-2', '2015-4', '2015-5', '2015-6', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-1', '2016-2', '2016-4', '2016-7', '2016-9', '2016-11', '2016-12', '2017-1', '2017-6', '2017-11', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",82
용기,"['2013-4', '2013-5', '2013-7', '2013-9', '2013-10', '2013-12', '2014-1', '2014-3', '2014-7', '2014-8', '2014-9', '2014-10', '2015-5', '2015-6', '2015-7', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-1', '2016-2', '2016-4', '2016-5', '2016-6', '2016-7', '2016-8', '2016-9', '2016-10', '2016-12', '2017-1', '2017-2', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2017-12', '2018-1', '2018-2', '2018-3', '2018-4', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-9', '2021-10', '2021-11', '2021-12']",84
